MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng
1711;03/07/2005;Đợt bí tích ngày 03 tháng 07 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1712;06/03/2005;Đợt bí tích ngày 06 tháng 03 năm 2005;Lm. Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1713;25/12/2005;Đợt bí tích ngày 25 tháng 12 năm 2005;;0;Tân Phú;2018/10/05 01:43:01;1234
1714;30/04/2005;Đợt bí tích ngày 30 tháng 04 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1715;06/02/2005;Đợt bí tích ngày 06 tháng 02 năm 2005;Đaminh Bùi Quyền;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1716;02/01/2005;Đợt bí tích ngày 02 tháng 01 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1717;03/05/2005;Đợt bí tích ngày 03 tháng 05 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1718;02/01/2005;Đợt bí tích ngày 02 tháng 01 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1719;04/09/2005;Đợt bí tích ngày 04 tháng 09 năm 2005;Đaminh Đặng Duy Hỏa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1720;06/11/2005;Đợt bí tích ngày 06 tháng 11 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1721;11/10/2005;Đợt bí tích ngày 11 tháng 10 năm 2005;Gioakim Nguyễn Đức Văn;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1722;06/03/2005;Đợt bí tích ngày 06 tháng 03 năm 2005;Lm Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1723;06/12/2005;Đợt bí tích ngày 06 tháng 12 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1724;23/03/2005;Đợt bí tích ngày 23 tháng 03 năm 2005;;0;Bùi Chu;2018/10/05 01:43:01;1234
1725;03/04/2005;Đợt bí tích ngày 03 tháng 04 năm 2005;Giacobe Lâm Văn Thế;0;Thạch An;2018/10/05 01:43:01;1234
1726;06/03/2005;Đợt bí tích ngày 06 tháng 03 năm 2005;Phó Tế Fx Bùi Quang Thảnh, O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1727;09/10/2005;Đợt bí tích ngày 09 tháng 10 năm 2005;Pet Phan Khắc Giữa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1728;04/12/2005;Đợt bí tích ngày 04 tháng 12 năm 2005;Lm. Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1729;06/06/2005;Đợt bí tích ngày 06 tháng 06 năm 2005;Lm. Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1730;18/10/2005;Đợt bí tích ngày 18 tháng 10 năm 2005;Guse Nguyễn Văn Uy;0;Tiên Chu;2018/10/05 01:43:01;1234
1731;03/07/2005;Đợt bí tích ngày 03 tháng 07 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1732;04/09/2005;Đợt bí tích ngày 04 tháng 09 năm 2005;;0;;2018/10/05 01:43:01;1234
1754;02/05/2006;Đợt bí tích ngày 02 tháng 05 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1755;06/08/2006;Đợt bí tích ngày 06 tháng 08 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1756;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1757;07/05/2006;Đợt bí tích ngày 07 tháng 05 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1758;05/02/2006;Đợt bí tích ngày 05 tháng 02 năm 2006;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1759;01/10/2006;Đợt bí tích ngày 01 tháng 10 năm 2006;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1760;03/12/2006;Đợt bí tích ngày 03 tháng 12 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1761;05/02/2006;Đợt bí tích ngày 05 tháng 02 năm 2006;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1762;04/10/2006;Đợt bí tích ngày 04 tháng 10 năm 2006;G.b. Nguyễn Hữu Khánh;0;Tam Hòa;2018/10/05 01:43:01;1234
1763;08/03/2006;Đợt bí tích ngày 08 tháng 03 năm 2006;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1764;06/08/2006;Đợt bí tích ngày 06 tháng 08 năm 2006;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1765;05/11/2006;Đợt bí tích ngày 05 tháng 11 năm 2006;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1766;16/07/2006;Đợt bí tích ngày 16 tháng 07 năm 2006;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1767;07/01/2006;Đợt bí tích ngày 07 tháng 01 năm 2006;Tôma Nguyễn Văn Thân;0;Đại Lộ;2018/10/05 01:43:01;1234
1768;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Giuse Nguyễn Đức Quỳnh;0;Chu Hải;2018/10/05 01:43:01;1234
1769;07/05/2006;Đợt bí tích ngày 07 tháng 05 năm 2006;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1770;05/11/2006;Đợt bí tích ngày 05 tháng 11 năm 2006;Raphael Nguyễn Văn Chúc, Op;0;Thánh Tâm;2018/10/05 01:43:01;1234
1771;17/09/2006;Đợt bí tích ngày 17 tháng 09 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1772;03/09/2006;Đợt bí tích ngày 03 tháng 09 năm 2006;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1773;05/11/2006;Đợt bí tích ngày 05 tháng 11 năm 2006;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1774;03/12/2006;Đợt bí tích ngày 03 tháng 12 năm 2006;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1775;03/09/2006;Đợt bí tích ngày 03 tháng 09 năm 2006;Đaminh Phạm Ngọc Điển;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1798;03/06/2007;Đợt bí tích ngày 03 tháng 06 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1799;02/12/2007;Đợt bí tích ngày 02 tháng 12 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1800;04/03/2007;Đợt bí tích ngày 04 tháng 03 năm 2007;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1801;04/02/2007;Đợt bí tích ngày 04 tháng 02 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1802;05/08/2007;Đợt bí tích ngày 05 tháng 08 năm 2007;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1803;01/04/2007;Đợt bí tích ngày 01 tháng 04 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1804;06/05/2007;Đợt bí tích ngày 06 tháng 05 năm 2007;D0amih Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1805;11/02/2007;Đợt bí tích ngày 11 tháng 02 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1806;04/03/2007;Đợt bí tích ngày 04 tháng 03 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1807;07/01/2007;Đợt bí tích ngày 07 tháng 01 năm 2007;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1808;03/06/2007;Đợt bí tích ngày 03 tháng 06 năm 2007;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1809;08/07/2007;Đợt bí tích ngày 08 tháng 07 năm 2007;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1810;10/07/2007;Đợt bí tích ngày 10 tháng 07 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1811;04/02/2007;Đợt bí tích ngày 04 tháng 02 năm 2007;Lm. Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1812;04/11/2007;Đợt bí tích ngày 04 tháng 11 năm 2007;Đam Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1813;06/01/2007;Đợt bí tích ngày 06 tháng 01 năm 2007;Anton Võ Ngọc Thâu;0;Mỹ Luông;2018/10/05 01:43:01;1234
1814;06/06/2007;Đợt bí tích ngày 06 tháng 06 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1815;07/10/2007;Đợt bí tích ngày 07 tháng 10 năm 2007;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1816;07/10/2007;Đợt bí tích ngày 07 tháng 10 năm 2007;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1817;06/05/2007;Đợt bí tích ngày 06 tháng 05 năm 2007;Đam. Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1818;01/06/2008;Đợt bí tích ngày 01 tháng 06 năm 2008;F.x Nguyễn Thanh Sơn;0;Thái Hiệp;2018/10/05 01:43:01;1234
1819;24/06/2008;Đợt bí tích ngày 24 tháng 06 năm 2008;;0;Thái Hiệp;2018/10/05 01:43:01;1234
1276;15/02/1993;Đợt bí tích ngày 15 tháng 02 năm 1993;;0;Thạch An;2018/10/05 01:43:01;1234
1277;02/10/1993;Đợt bí tích ngày 02 tháng 10 năm 1993;Giuse Trần Xuân Chiêu;0;Phục Lễ;2018/10/05 01:43:01;1234
1278;06/03/1993;Đợt bí tích ngày 06 tháng 03 năm 1993;;0;Đền Thánh Martin Hố Nai;2018/10/05 01:43:01;1234
1279;31/01/1993;Đợt bí tích ngày 31 tháng 01 năm 1993;Micae Nguyễn Hữu Kiều;0;Thánh Mẫu;2018/10/05 01:43:01;1234
1280;03/10/1993;Đợt bí tích ngày 03 tháng 10 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1281;03/10/1993;Đợt bí tích ngày 03 tháng 10 năm 1993;Phero Hoàng Ngọc Sao;0;Đại Lào;2018/10/05 01:43:01;1234
1282;06/06/1993;Đợt bí tích ngày 06 tháng 06 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1283;01/08/1993;Đợt bí tích ngày 01 tháng 08 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1284;26/12/1993;Đợt bí tích ngày 26 tháng 12 năm 1993;Giuse Mai Thanh Trường;0;Núitung;2018/10/05 01:43:01;1234
1285;02/08/1993;Đợt bí tích ngày 02 tháng 08 năm 1993;Anton Phan Tự Cường;0;Ngọc Đổng;2018/10/05 01:43:01;1234
1286;18/04/1993;Đợt bí tích ngày 18 tháng 04 năm 1993;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1287;01/08/1993;Đợt bí tích ngày 01 tháng 08 năm 1993;Fx Nguyễn Đức Đạt, Op;0;Thánh Tâm;2018/10/05 01:43:01;1234
1288;06/06/1993;Đợt bí tích ngày 06 tháng 06 năm 1993;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1289;05/12/1993;Đợt bí tích ngày 05 tháng 12 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1290;06/12/1993;Đợt bí tích ngày 06 tháng 12 năm 1993;Gioakim Vũ Kim Đương;0;Cẩm Tân;2018/10/05 01:43:01;1234
1291;05/07/1993;Đợt bí tích ngày 05 tháng 07 năm 1993;Amz Phan Tự Cường;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1292;01/08/1993;Đợt bí tích ngày 01 tháng 08 năm 1993;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1293;06/06/1993;Đợt bí tích ngày 06 tháng 06 năm 1993;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1294;07/02/1993;Đợt bí tích ngày 07 tháng 02 năm 1993;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1295;10/04/1993;Đợt bí tích ngày 10 tháng 04 năm 1993;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1296;03/09/1993;Đợt bí tích ngày 03 tháng 09 năm 1993;Phero Hoàng Ngọc Dao;0;Tân Bùi;2018/10/05 01:43:01;1234
1297;01/08/1993;Đợt bí tích ngày 01 tháng 08 năm 1993;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1298;07/11/1993;Đợt bí tích ngày 07 tháng 11 năm 1993;Đam Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1299;03/10/1993;Đợt bí tích ngày 03 tháng 10 năm 1993;Đaminh Nguyễn Trung Thành;0;Thái Hòa;2018/10/05 01:43:01;1234
1300;06/12/1993;Đợt bí tích ngày 06 tháng 12 năm 1993;Amz Phan Tự Cường;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1301;14/08/1993;Đợt bí tích ngày 14 tháng 08 năm 1993;;0;Gx Bình An;2018/10/05 01:43:01;1234
1302;15/08/1993;Đợt bí tích ngày 15 tháng 08 năm 1993;;0;Đức Mẹ Hằng Cứu Giúp;2018/10/05 01:43:01;1234
1303;03/10/1993;Đợt bí tích ngày 03 tháng 10 năm 1993;Đaminh Nguyển Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1304;13/06/1993;Đợt bí tích ngày 13 tháng 06 năm 1993;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1305;08/08/1994;Đợt bí tích ngày 08 tháng 08 năm 1994;Lm Đaminh Trần Văn Minh;0;Gx Lộc Hòa;2018/10/05 01:43:01;1234
1306;11/10/1994;Đợt bí tích ngày 11 tháng 10 năm 1994;Lm. Gioakim Nguyễn Duy Thiên;0;Gx Tân Mỹ;2018/10/05 01:43:01;1234
1307;03/04/1994;Đợt bí tích ngày 03 tháng 04 năm 1994;;0;Gx Bùi Chu;2018/10/05 01:43:01;1234
1308;1994;Đợt bí tích năm 1994;Lm Gioan Baotixita Phạm Ngọc Châu;0;Đức Bà Văn Côi Xứ Phương Xá;2018/10/05 01:43:01;1234
1309;03/01/1994;Đợt bí tích ngày 03 tháng 01 năm 1994;Lm Marco Nguyễn Tuyến Huyên;0;Gx Thạch An;2018/10/05 01:43:01;1234
1310;13/08/1994;Đợt bí tích ngày 13 tháng 08 năm 1994;;0;Gx Tân Thành;2018/10/05 01:43:01;1234
1311;04/12/1994;Đợt bí tích ngày 04 tháng 12 năm 1994;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1312;02/10/1994;Đợt bí tích ngày 02 tháng 10 năm 1994;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gh Sông Mây;2018/10/05 01:43:01;1234
1313;02/10/1994;Đợt bí tích ngày 02 tháng 10 năm 1994;F.x. Nguyễn Đức Đạt;0;Thánh Tâm;2018/10/05 01:43:01;1234
1314;06/02/1994;Đợt bí tích ngày 06 tháng 02 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1315;02/04/1994;Đợt bí tích ngày 02 tháng 04 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1316;04/12/1994;Đợt bí tích ngày 04 tháng 12 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1317;17/12/1994;Đợt bí tích ngày 17 tháng 12 năm 1994;;0;Ngô Xá;2018/10/05 01:43:01;1234
1318;02/10/1994;Đợt bí tích ngày 02 tháng 10 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1319;07/08/1994;Đợt bí tích ngày 07 tháng 08 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1320;06/11/1994;Đợt bí tích ngày 06 tháng 11 năm 1994;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1321;26/11/1994;Đợt bí tích ngày 26 tháng 11 năm 1994;Anton Nguyễn Minh Thuấn;0;Hải Dương;2018/10/05 01:43:01;1234
1322;25/01/1994;Đợt bí tích ngày 25 tháng 01 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1323;04/10/1994;Đợt bí tích ngày 04 tháng 10 năm 1994;Giuse Maria Phạm Ngọc Tuyến;0;Tân Thành;2018/10/05 01:43:01;1234
1324;06/02/1994;Đợt bí tích ngày 06 tháng 02 năm 1994;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1325;03/10/1994;Đợt bí tích ngày 03 tháng 10 năm 1994;Giuse Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1326;07/04/1994;Đợt bí tích ngày 07 tháng 04 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1327;06/02/1994;Đợt bí tích ngày 06 tháng 02 năm 1994;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1328;03/04/1994;Đợt bí tích ngày 03 tháng 04 năm 1994;Angielo Hoàng Đức Toàn;0;Vinh Hòa;2018/10/05 01:43:01;1234
1329;02/10/1994;Đợt bí tích ngày 02 tháng 10 năm 1994;;0;Đồng Phát;2018/10/05 01:43:01;1234
1330;02/04/1994;Đợt bí tích ngày 02 tháng 04 năm 1994;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1331;17/08/1994;Đợt bí tích ngày 17 tháng 08 năm 1994;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1332;02/10/1994;Đợt bí tích ngày 02 tháng 10 năm 1994;G B Trần Văn Hộ;0;Hòa Bình;2018/10/05 01:43:01;1234
1333;10/04/1994;Đợt bí tích ngày 10 tháng 04 năm 1994;G B Nguyễn Văn Bình;0;Kim Bích;2018/10/05 01:43:01;1234
1334;07/05/1994;Đợt bí tích ngày 07 tháng 05 năm 1994;Lm. Giuse Phạm Văn Hữu;0;Gx. Thánh Tâm;2018/10/05 01:43:01;1234
1335;03/04/1994;Đợt bí tích ngày 03 tháng 04 năm 1994;G B Trần Văn Hộ;0;Hòa Bình;2018/10/05 01:43:01;1234
1336;01/05/1994;Đợt bí tích ngày 01 tháng 05 năm 1994;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1337;02/05/1994;Đợt bí tích ngày 02 tháng 05 năm 1994;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1338;03/04/1994;Đợt bí tích ngày 03 tháng 04 năm 1994;Giuse Phạm Ngọc Tuấn;0;Tân Bắc;2018/10/05 01:43:01;1234
1339;02/10/1994;Đợt bí tích ngày 02 tháng 10 năm 1994;Đaminh Nguyển Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1340;05/11/1995;Đợt bí tích ngày 05 tháng 11 năm 1995;Giuse Maria Nguyễn Thành Hiến;0;Đồng Quan;2018/10/05 01:43:01;1234
1341;02/12/1995;Đợt bí tích ngày 02 tháng 12 năm 1995;Lm Philipphê Lê Văn Năng;0;Gx Định Quán;2018/10/05 01:43:01;1234
1342;01/10/1995;Đợt bí tích ngày 01 tháng 10 năm 1995;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gh Sông Mây, Gx Bùi Chu;2018/10/05 01:43:01;1234
1343;06/08/1995;Đợt bí tích ngày 06 tháng 08 năm 1995;Lm. Đaminh Nguyễn Văn Tòng;0;Gx. Ngũ Phúc;2018/10/05 01:43:01;1234
1344;06/11/1995;Đợt bí tích ngày 06 tháng 11 năm 1995;Lm. Đaminh Nguyễn Trung Thành;0;Gx Thái Hòa;2018/10/05 01:43:01;1234
1345;06/08/1995;Đợt bí tích ngày 06 tháng 08 năm 1995;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1346;15/04/1995;Đợt bí tích ngày 15 tháng 04 năm 1995;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1347;15/04/1995;Đợt bí tích ngày 15 tháng 04 năm 1995;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1348;15/04/1995;Đợt bí tích ngày 15 tháng 04 năm 1995;Đaminh Nguyễn Văn Tóng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1349;07/08/1995;Đợt bí tích ngày 07 tháng 08 năm 1995;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1350;06/08/1995;Đợt bí tích ngày 06 tháng 08 năm 1995;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1351;01/10/1995;Đợt bí tích ngày 01 tháng 10 năm 1995;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1352;15/04/1995;Đợt bí tích ngày 15 tháng 04 năm 1995;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1353;01/01/1995;Đợt bí tích ngày 01 tháng 01 năm 1995;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2018/10/05 01:43:01;1234
1354;05/03/1995;Đợt bí tích ngày 05 tháng 03 năm 1995;Đaminh Trần Xuân Thảo;0;Hà Nội;2018/10/05 01:43:01;1234
1355;03/12/1995;Đợt bí tích ngày 03 tháng 12 năm 1995;Basco Hoàng Văn Chính;0;Mẫu Tâm;2018/10/05 01:43:01;1234
1356;06/08/1995;Đợt bí tích ngày 06 tháng 08 năm 1995;Gius Ed9ang85 Sỹ Bình;0;Hòa Nam;2018/10/05 01:43:01;1234
1357;05/06/1995;Đợt bí tích ngày 05 tháng 06 năm 1995;Giuse Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1358;01/10/1995;Đợt bí tích ngày 01 tháng 10 năm 1995;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1359;15/04/1995;Đợt bí tích ngày 15 tháng 04 năm 1995;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1360;24/12/1995;Đợt bí tích ngày 24 tháng 12 năm 1995;Đaminh Nguyễn Kim Nhuận;0;Tân Mai;2018/10/05 01:43:01;1234
1361;02/10/1995;Đợt bí tích ngày 02 tháng 10 năm 1995;Giuse Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1362;27/09/1995;Đợt bí tích ngày 27 tháng 09 năm 1995;Giuse Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1363;02/06/1995;Đợt bí tích ngày 02 tháng 06 năm 1995;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1364;06/08/1995;Đợt bí tích ngày 06 tháng 08 năm 1995;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1365;05/09/1996;Đợt bí tích ngày 05 tháng 09 năm 1996;Lm Gioan Baotixita Phạm Ngọc Châu;0;Đức Bà Văn Côi Xứ Phương Xá;2018/10/05 01:43:01;1234
1366;04/02/1996;Đợt bí tích ngày 04 tháng 02 năm 1996;Gioakim Nguyễn Đức Văn, O P;0;Hòa Bình;2018/10/05 01:43:01;1234
1367;04/05/1996;Đợt bí tích ngày 04 tháng 05 năm 1996;Lm Đaminh Trần Văn Minh;0;Gx Lộc Hòa;2018/10/05 01:43:01;1234
1368;01/12/1996;Đợt bí tích ngày 01 tháng 12 năm 1996;Giuse Nguyễn Ý Định;0;Kẻ Sặt;2018/10/05 01:43:01;1234
1369;24/11/1996;Đợt bí tích ngày 24 tháng 11 năm 1996;Lm Giuse Trần Đức Hạnh;0;Gx Thuần Túy;2018/10/05 01:43:01;1234
1370;08/12/1996;Đợt bí tích ngày 08 tháng 12 năm 1996;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1371;04/08/1996;Đợt bí tích ngày 04 tháng 08 năm 1996;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1372;02/06/1996;Đợt bí tích ngày 02 tháng 06 năm 1996;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1373;06/08/1996;Đợt bí tích ngày 06 tháng 08 năm 1996;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1374;02/02/1996;Đợt bí tích ngày 02 tháng 02 năm 1996;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1375;03/03/1996;Đợt bí tích ngày 03 tháng 03 năm 1996;Đaminh Phạm Kiến Thành;0;Xuân Bình;2018/10/05 01:43:01;1234
1376;23/12/1996;Đợt bí tích ngày 23 tháng 12 năm 1996;Đaminh Trần Xuân Thảo;0;Hà Nội;2018/10/05 01:43:01;1234
1377;02/02/1996;Đợt bí tích ngày 02 tháng 02 năm 1996;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1378;07/04/1996;Đợt bí tích ngày 07 tháng 04 năm 1996;Gmt Nguyễn Vinh Thiên;0;Lộc Đức;2018/10/05 01:43:01;1234
1379;05/05/1996;Đợt bí tích ngày 05 tháng 05 năm 1996;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2018/10/05 01:43:01;1234
1380;03/11/1996;Đợt bí tích ngày 03 tháng 11 năm 1996;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2018/10/05 01:43:01;1234
1381;01/12/1996;Đợt bí tích ngày 01 tháng 12 năm 1996;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1382;06/04/1996;Đợt bí tích ngày 06 tháng 04 năm 1996;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
